Date,Open,High,Low,Close,Volume
12-27-2024,91.6,91.81,89.45,90.76,"3,22,61,580"
12-26-2024,92.84,93.05,91.53,92.41,"2,34,24,180"
12-24-2024,91.5,93.59,91.17,93.21,"2,32,02,930"
12-23-2024,91.34,91.5,89.91,91.15,"2,33,93,750"
12-20-2024,89.32,91.99,89.05,90.91,"4,53,05,190"
12-19-2024,90.82,91.26,89.9,90.2,"2,81,55,120"
12-18-2024,91.91,92.24,88.66,88.96,"2,93,81,940"
12-17-2024,92.15,92.85,91.64,91.91,"2,45,94,560"
12-16-2024,92.39,92.89,91.95,92.11,"2,67,48,920"
12-13-2024,91.68,92.56,90.96,91.89,"2,48,58,290"
12-12-2024,93.34,93.41,92.26,92.56,"2,48,61,970"
12-11-2024,92.47,94.18,92.31,93.66,"3,50,16,910"
12-10-2024,91.38,92.29,90.96,91.34,"2,38,85,750"
12-09-2024,92.8,93.03,90.26,91.37,"3,35,00,820"
12-06-2024,91.52,93.53,91.27,93.47,"2,95,53,830"
12-05-2024,91.79,92.7,91.11,91.79,"2,83,53,070"
12-04-2024,89.81,91.6,89.81,91.11,"2,68,96,290"
12-03-2024,89.44,90.27,88.8,90.22,"2,40,16,340"
12-02-2024,88.75,90.23,88.41,89.77,"2,38,89,660"
11-29-2024,88.22,89.24,87.67,88.68,"2,02,72,370"
11-27-2024,87.21,88.1,85.89,87.73,"2,57,82,220"
11-26-2024,86.75,88.64,86.73,87.26,"3,13,82,590"
11-25-2024,90.21,90.21,86.42,86.56,"6,01,42,029"
11-22-2024,89.6,90.6,89.3,89.78,"3,21,40,200"
11-21-2024,88.39,90.8,87.72,89.75,"4,51,12,630"
11-20-2024,88,89.06,86.84,88.39,"4,09,38,430"
11-19-2024,83.98,87.45,83.92,87.13,"3,81,42,270"
11-18-2024,81.55,84.85,80.93,84.71,"4,08,40,810"
11-15-2024,83.2,83.2,81.65,82.4,"3,67,37,200"
11-14-2024,83.37,84.1,83,83.73,"3,03,82,310"
11-13-2024,82.26,83.7,82.05,83.05,"2,76,77,720"
11-12-2024,80.75,82.04,80.38,81.95,"2,81,40,640"
11-11-2024,79.59,80.68,79.56,80.54,"2,39,91,500"
11-08-2024,79.74,79.91,78.87,79.5,"1,91,06,260"
11-07-2024,78.14,79.82,77.99,79.65,"3,29,50,740"
11-06-2024,77.15,78.15,75.74,78.02,"3,69,08,170"
11-05-2024,75.74,76.75,75.63,76.39,"2,20,06,450"
11-04-2024,75.31,76.25,74.97,75.55,"1,90,21,940"
11-01-2024,75.35,76.38,74.78,75.61,"2,99,68,290"
10-31-2024,75.39,76.08,75.22,75.6,"3,05,77,090"
10-30-2024,75.81,75.98,75.23,75.37,"1,72,20,020"
10-29-2024,75.11,76.39,74.8,75.94,"3,66,04,330"
10-28-2024,75.87,75.87,74.79,74.91,"2,86,24,050"
10-25-2024,75.62,76.85,75.35,75.47,"2,81,94,730"
10-24-2024,75.2,75.58,74.63,75.46,"2,64,29,620"
10-23-2024,76.28,76.38,74.43,74.93,"3,74,90,070"
10-22-2024,76.53,76.97,76.11,76.42,"2,98,72,520"
10-21-2024,76.58,77.3,75.66,77.21,"6,05,70,929"
10-18-2024,73.76,76.63,73.62,76.39,"15,97,41,198"
10-17-2024,70.44,70.44,67.79,68.77,"8,92,66,719"
10-16-2024,70.34,70.56,69.78,70.2,"2,49,42,760"
10-15-2024,71.25,71.34,69.98,70.6,"2,93,27,520"
10-14-2024,72.5,72.66,71.13,71.3,"2,79,70,710"
10-11-2024,73.49,73.6,72.12,72.28,"2,29,95,250"
10-10-2024,72.33,73.39,72.25,73.03,"2,76,78,620"
10-09-2024,71.93,72.86,71.89,72.74,"1,98,10,700"
10-08-2024,70.39,72.51,70.35,72.18,"3,18,74,020"
10-07-2024,71.48,71.59,69.64,70.19,"3,36,05,200"
10-04-2024,71.33,72.1,70.88,71.97,"2,23,01,390"
10-03-2024,70.43,70.88,70,70.68,"2,25,64,490"
10-02-2024,70.61,71.62,70.47,71.11,"1,75,81,670"
10-01-2024,71.36,71.78,69.86,70.61,"2,81,34,820"
09-30-2024,70.7,71.12,70.28,70.93,"1,71,15,080"
09-27-2024,70.84,71.07,70.13,70.74,"2,39,56,130"
09-26-2024,72.47,72.53,70.17,71.14,"2,83,29,620"
09-25-2024,72.1,72.51,71.62,72.16,"2,25,97,750"
09-24-2024,70.66,72.24,70.45,72.23,"3,56,57,310"
09-23-2024,70.24,71.22,69.92,70.54,"3,22,43,440"
09-20-2024,70.56,70.67,69.63,70.1,"3,99,80,620"
09-19-2024,70.5,71.57,69.54,70.43,"4,22,84,800"
09-18-2024,70.76,70.76,68.8,69.05,"2,98,44,110"
09-17-2024,70.08,70.76,69.84,70.69,"2,29,86,300"
09-16-2024,70,70.3,68.86,69.65,"1,84,37,450"
09-13-2024,68,69.96,68,69.71,"2,27,64,820"
09-12-2024,68.49,69.49,68.22,68.68,"2,58,84,370"
09-11-2024,67.75,68.3,66.08,68.15,"2,39,19,240"
